label,label_hint,hint_reason,similarity,edge_cents,strategy,kalshi_id,kalshi_label,kalshi_yes,kalshi_no,poly_id,poly_label,poly_yes,poly_no
2,2,matching thresholds + jaccard 0.67,0.8628,27.95,NO on Kalshi @ 71.0¢  +  YES on Polymarket @ 1.1¢,KX2028DRUN-28-PMUR,Who will run for the Democratic presidential nomination in 2028? — Phil Murphy,36.0,71.0,0x29283b56d3eec6d1d89fff51793d9d2e01579d2379b1d3e9ebda175d3561e809,Will Phil Murphy win the 2028 Democratic presidential nomination?,1.05,98.95
2,-1,needs review,0.9411,3.5,YES on Kalshi @ 12.0¢  +  NO on Polymarket @ 84.5¢,KXSENATEALR-26-SMAR,Wil Steve Marshall be the Republican nominee for the Senate in Alabama? — Steve Marshall,12.0,93.0,0xbe2113835fff9936d39836cf7a27d371df885a74b77659167361b8e847dc788b,Will Steve Marshall be the Republican nominee for Senate in Alabama?,15.5,84.5
2,-1,needs review,0.9159,40.0,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 59.0¢,KXMWREG-26-GC,Will Grand Canyon be the Mountain West Conference regular season champions? — Grand Canyon,1.0,100.0,0xcf6479ee037ea53e40a3a5d75a862db204dafc08238eb76947da086dc3b3f6e5,Will Grand Canyon win the 2026 Mountain West conference championship?,41.0,59.0
2,2,matching thresholds + jaccard 0.71,0.9427,1.45,YES on Kalshi @ 5.0¢  +  NO on Polymarket @ 93.5¢,KXAZ01R-26-JCHA,Will Joseph Chaplik be the Republican nominee for AZ-1? — Joseph Chaplik,5.0,99.0,0x7fcf21912df2c1f851f2c4db16266209fcc8d2b6dddaf1f63daa92eb5595fa8c,Will Joseph Chaplik be the Republican nominee for AZ-01?,6.45,93.55
2,2,matching thresholds + jaccard 0.62,0.8674,1.0,YES on Kalshi @ 48.0¢  +  NO on Polymarket @ 51.0¢,KXBTCD-26MAR0917-T67999.99,"Bitcoin price  on Mar 9, 2026? — $68,000 or above",48.0,54.0,0x86010dc66556e7b1cd0eb6d82c20f052d3ba3ba6ccdc8864c605268925cbda4f,"Will the price of Bitcoin be above $68,000 on March 9?",49.0,51.0
2,2,matching thresholds + jaccard 0.75,0.9345,3.5,NO on Kalshi @ 4.0¢  +  YES on Polymarket @ 92.5¢,KXHOUSERACE-OK03-26-R,Will Republican win the House race for OK-03? — Republican party,98.0,4.0,0x89cbcdb241e13650e512d26b959e332820f65706553a92b0b39e394b256ba0b7,Will the Republican Party win the OK-03 House seat?,92.5,7.5
2,2,matching thresholds + jaccard 0.58,0.8876,1.0,YES on Kalshi @ 13.0¢  +  NO on Polymarket @ 86.0¢,KXHOUSEPOPVOTEMARGIN-27NOV03-B11,"Will the Democratic margin of victory in the 2026 U.S. House of Representatives national popular vote be between 10 and 12%? — Democrats, 10 to 12%",13.0,88.0,0xf9e868548efc70080ecd0943a05a45fc1d366467fb45aee13fbcb56d0040ac69,Will the Democratic Party win the popular vote in the 2026 U.S. House of Representatives midterm elections by between 10% and 12%?,14.000000000000002,86.0
0,-1,needs review,0.8291,32.5,NO on Kalshi @ 49.0¢  +  YES on Polymarket @ 18.5¢,KXLEADERMLBWAR-26-SOHT,Will Shohei Ohtani lead Pro Baseball in WAR (Wins Above Replacement) for the 2026 regular season? — Shohei Ohtani,58.0,49.0,0x5bdf29d97316be50d8cdb1edfccd8b751892e674e9073b65f0b372de646cf1c0,Will Shohei Ohtani win MVP at the 2026 World Baseball Classic?,18.5,81.5
2,2,matching thresholds + jaccard 0.78,0.8973,1.25,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 97.8¢,KXOSCARCOUNT-26-SEN-3,How many awards will Sentimental Value win at the Oscars? — Exactly 3,1.0,100.0,0x24d0911334bb05a8f51ba64dcee1163f03aad8c09a874e9bb680c044650cd673,"Will ""Sentimental Value"" win exactly 3 awards at the Oscars?",2.25,97.75
1,2,matching thresholds + jaccard 0.60,0.8354,91.0,YES on Kalshi @ 4.0¢  +  NO on Polymarket @ 5.0¢,KXSNPMAJORITY-26MAY07-A68,Will SNP win above 68 seats in the 2026 Scottish Parliament election? — Above 68,4.0,97.0,0xc381b79b37b4d34ee7b7a54c0ab5f5d3c5a2a8cc67252d3010649aff1d377bd4,Will Scottish National Party win the most seats in the 2026 Scottish Parliament election?,95.0,5.0
2,2,matching thresholds + jaccard 0.75,0.9403,1.75,YES on Kalshi @ 3.0¢  +  NO on Polymarket @ 95.2¢,KXHOUSERACE-LA02-26-R,Will Republican win the House race for LA-02? — Republican party,3.0,100.0,0xd6b91637657a2e5bd80f96f1faa5f639f201ee25d88b34b30208dfed5779937b,Will the Republican Party win the LA-02 House seat?,4.75,95.25
1,-1,needs review,0.9232,18.0,NO on Kalshi @ 75.0¢  +  YES on Polymarket @ 7.0¢,KXTRUMPPARDONS-29JAN21-DCHA,"Will Derek Chauvin receive a presidential pardon before Jan 21, 2029? — Derek Chauvin",30.0,75.0,0x354d0b717b2f83b620f34be00890b6dd4e93a9b7c7ad71d435db77eff868b91c,Will Trump pardon Derek Chauvin before 2027?,7.000000000000001,93.0
0,-1,needs review,0.8228,28.0,YES on Kalshi @ 28.0¢  +  NO on Polymarket @ 44.0¢,KXEFLCHAMPIONSHIPGAME-26MAR11WBASOU-TIE,West Bromwich vs Southampton Winner? — Tie,28.0,74.0,0x268ff9eb0fe83c4d4de597a9609d5cdf7ccce006d8b48a865f522fb778267391,West Bromwich Albion FC vs. Southampton FC: Both Teams to Score,56.00000000000001,44.0
0,-1,needs review,0.8897,39.0,YES on Kalshi @ 5.0¢  +  NO on Polymarket @ 56.0¢,KXLEADERMLBHR-26-JSOT,Will Juan Soto lead Pro Baseball in home runs for the 2026 regular season? — Juan Soto,5.0,96.0,0xc3ee0547004a51271731935b79c04b65b476287825944bdb3c97df9851b221ff,Will Juan Soto hit the most home runs at the 2026 World Baseball Classic?,44.0,56.00000000000001
0,-1,needs review,0.8465,46.5,YES on Kalshi @ 16.0¢  +  NO on Polymarket @ 37.5¢,KXUCLGAME-26MAR18LFCGAL-GAL,Liverpool vs Galatasaray Winner? — Galatasaray,16.0,85.0,0x221eb35a8e2ec2f9fffcc72d5ae081922206a809bc4cc9af69d260c68fad4e6a,Galatasaray SK vs. Liverpool FC: Both Teams to Score,62.5,37.5
2,-1,needs review,0.836,2.5,YES on Kalshi @ 6.0¢  +  NO on Polymarket @ 91.5¢,KXMLBNLMVP-26-FTAT,Will Fernando Tatis Jr. win NL MVP? — Fernando Tatis Jr.,6.0,97.0,0x53742ebde35cbee0ee3ab4241ff24677d4ca8c7ae75089ec455dc0d92d0e3f71,Will Fernando Tatis Jr. win the 2026 National League MVP Award?,8.5,91.5
2,-1,needs review,0.859,11.95,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 87.1¢,KXUFCHEAVYWEIGHTTITLE-26-JALM,"Who will be the Heavyweight Title on Dec 31, 2026? — Jailton Almeida",1.0,100.0,0x85fc9c4c0f59daf24c49b7a8d8c1b689eeca50282c4c7c3c004b8905ec54a7de,"Will Jailton Almeida be the UFC Heavyweight Champion on December 31, 2026?",12.95,87.05000000000001
2,2,matching thresholds + jaccard 0.86,0.9485,2.35,YES on Kalshi @ 4.0¢  +  NO on Polymarket @ 93.7¢,KXNY17D-26-JCAP,Wil John Cappello be the Democratic nominee for NY-17? — John Cappello,4.0,100.0,0x6edfc36d561a2c62c0cc65cf87580abe9697b6078d0109f9543841df22f370d9,Will John Cappello be the Democratic nominee for NY-17?,6.35,93.65
1,-1,needs review,0.8232,57.5,YES on Kalshi @ 30.0¢  +  NO on Polymarket @ 12.5¢,KXBTCD-26MAR0906-T67749.99,"Bitcoin price  on Mar 9, 2026? — $67,750 or above",30.0,71.0,0x1e9868469a6c2205d1935b5313a993a60015908763a17248098a43bc4ac25d16,"Will the price of Bitcoin be above $66,000 on March 9?",87.5,12.5
1,-1,needs review,0.8814,60.0,YES on Kalshi @ 17.0¢  +  NO on Polymarket @ 23.0¢,KXZELENSKYPUTIN-29-26JUL,"Volodymyr Zelenskyy and Vladimir Putin meet before Jul 1, 2026? — Before July 2026",17.0,86.0,0x032e40c71875723c5878c4385458f17aa5a6e90f6bb5c92fd75cf13a5a8ea3d4,Will Zelenskyy and Putin not meet before 2027?,77.0,23.0
0,-1,needs review,0.8395,3.0,YES on Kalshi @ 5.0¢  +  NO on Polymarket @ 92.0¢,KXMLB-26-CHC,Will Chicago C win the 2026 Pro Baseball Championship? — Chicago C,5.0,96.0,0xdd97172e4591ebe2bbbea031b0f974e3b584bdb7252db7aa419ea43c8dc982ea,Will Chicago Cubs win the 2026 National League Championship Series?,8.0,92.0
0,-1,needs review,0.8619,2.05,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 97.0¢,KXPREMIERLEAGUE-26-CHE,Will Chelsea win the English Premier League? — Chelsea,1.0,100.0,0xc2ecc146cbbc8f24186766ef0b2cd56a1757227aee4cc9f951920538769a3490,Will Chelsea win the 2025–26 Champions League?,3.05,96.95
0,-1,needs review,0.8545,11.45,NO on Kalshi @ 85.0¢  +  YES on Polymarket @ 3.5¢,KXNBADRAFTTOP-26-3-CWIL,Pro basketball top 3 draft picks in 2026? — Caleb Wilson,19.0,85.0,0xe28c0e484cd0707449bb2159b48c59f54cee9990525557dba6247948d19437ed,Will Caleb Wilson be the first pick in the 2026 NBA draft?,3.55,96.45
0,2,matching thresholds + jaccard 0.50,0.8688,41.0,YES on Kalshi @ 2.0¢  +  NO on Polymarket @ 57.0¢,KXLEADERMLBHR-26-FTAT,Will Fernando Tatis Jr. lead Pro Baseball in home runs for the 2026 regular season? — Fernando Tatis Jr.,2.0,100.0,0x7fb03d790859e8c30fa56b04b34f2a64cbc89bb099bac3bfadc4a7717297886e,Will Fernando Tatis Jr. hit the most home runs at the 2026 World Baseball Classic?,43.0,56.99999999999999
0,2,matching thresholds + jaccard 0.57,0.9236,34.5,NO on Kalshi @ 21.0¢  +  YES on Polymarket @ 44.5¢,KXSONGRELEASE-27JAN01-JUS,Will Justin Bieber release a new song 2026? — Justin Bieber,85.0,21.0,0x8d16da2d9c02f19254048af42560846ceb0f0bf5da071a0a312df1c58e2b8dd9,Will Justin Bieber release an album in 2026?,44.5,55.50000000000001
2,-1,needs review,0.9137,40.0,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 59.0¢,KXMWREG-26-WYO,Will Wyoming be the Mountain West Conference regular season champions? — Wyoming,1.0,100.0,0xaa2ee44940fcc8159bead36b5009258be89d3fd7d541f556214710bb5d93803b,Will Wyoming win the 2026 Mountain West conference championship?,41.0,59.0
1,2,matching thresholds + jaccard 0.57,0.9352,6.5,NO on Kalshi @ 81.0¢  +  YES on Polymarket @ 12.5¢,KXIPOGLEAN-27FEB01,"When will Glean IPO? — Before Feb 1, 2027",26.0,81.0,0x65e6bbe77f4cfd65fa6c4dc1eb496cc93d0eaef678596c8c8de189a2b07abd90,Glean IPO before 2027?,12.5,87.5
2,2,matching thresholds + jaccard 0.60,0.9045,2.0,NO on Kalshi @ 82.0¢  +  YES on Polymarket @ 16.0¢,KXMLBAL-26-SEA,Will Seattle win the 2026 Pro Baseball American League Championship? — Seattle,21.0,82.0,0x427b9471036af7db5800521ee625138b2a1b6895baf7221d19226a61f124f67f,Will Seattle Mariners win the 2026 American League Championship Series?,16.0,84.0
1,1,threshold mismatch (18.0 vs 12.0),0.9026,85.0,YES on Kalshi @ 8.0¢  +  NO on Polymarket @ 7.0¢,KXSPACEXCOUNT-26MARB-18,How many launches will SpaceX have in March? — Above 18,8.0,94.0,0xba2e4763071c31f4109f1fb7ffdfe68c2efb087961f2911e9e84b518bc897540,Will SpaceX have 12 or more launches in March?,93.0,7.000000000000001
2,-1,needs review,0.9297,1.4,YES on Kalshi @ 2.0¢  +  NO on Polymarket @ 96.6¢,KXSENATESCR-26-MLYN,Wil Mark Lynch be the Republican nominee for the Senate in South Carolina? — Mark Lynch,2.0,100.0,0xa99c78533f4307896fd64726f47e6f0586bd7a1fcb5285aae302ac623962272c,Will Mark Lynch be the Republican nominee for Senate in South Carolina?,3.4000000000000004,96.6
1,-1,needs review,0.8389,86.5,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 12.5¢,KXBTCD-26MAR0906-T74999.99,"Bitcoin price  on Mar 9, 2026? — $75,000 or above",1.0,,0x1e9868469a6c2205d1935b5313a993a60015908763a17248098a43bc4ac25d16,"Will the price of Bitcoin be above $66,000 on March 9?",87.5,12.5
2,2,matching thresholds + jaccard 0.67,0.9352,0.5,NO on Kalshi @ 72.0¢  +  YES on Polymarket @ 27.5¢,KXMARMAD1SEED-26-CONN,Will UConn be a 2026 Men's March Madness 1 seed? — UConn,33.0,72.0,0x730c3f45428a3539503b858e82ab9a5aa253d8e2b6c7cfcae9e127772326d44f,Will UConn be a number 1 seed in the 2026 NCAA Men’s Basketball March Madness Tournament?,27.500000000000004,72.5
1,-1,needs review,0.8789,69.0,NO on Kalshi @ 24.0¢  +  YES on Polymarket @ 7.0¢,KXFED-27MAR-T2.00,"Will the upper bound of the federal funds rate be above 2.00% following the Fed's Mar 17, 2027 meeting? — Above 2.00%",82.0,24.0,0x0fe6bc20ffff1a1f3c0b076f2c512fc582fb82be1cf5836b59bbafa17151fb32,Will the upper bound of the target federal funds rate be 2.75% at the end of 2026?,7.000000000000001,93.0
1,2,matching thresholds + jaccard 0.50,0.9011,65.5,NO on Kalshi @ 2.0¢  +  YES on Polymarket @ 32.5¢,KXFED-26MAR-T3.25,"Will the upper bound of the federal funds rate be above 3.25% following the Fed's Mar 18, 2026 meeting? — Above 3.25%",99.0,2.0,0xaf3a3a07512f3123098b5901a8c4ed2a8320cc7c8e011c831ce4af3c17324260,Will the upper bound of the target federal funds rate be 3.25% at the end of 2026?,32.5,67.5
2,-1,needs review,0.8545,2.0,NO on Kalshi @ 84.0¢  +  YES on Polymarket @ 14.0¢,KXGOVMENOMD-26-SBEL,Wil Shenna Bellows be the Democratic nominee for Governor in Maine? — Shenna Bellows,21.0,84.0,0xb336f26caa6ff99926dfb36d594f7f04658bca93dba6cae88b406c641c2b0e3d,Will Shenna Bellows win the 2026 Maine Governor Democratic primary election?,14.000000000000002,86.0
0,-1,needs review,0.822,14.5,NO on Kalshi @ 66.0¢  +  YES on Polymarket @ 19.5¢,KXTOPARTISTTHIRD-26-DRA,Will Drake be the #3 most streamed Artist on the  2026 Spotify Wrapped Top 10 Artist Globally chart on the date that the chart is released for 2026? — Drake,40.0,66.0,0xa087422678cebf674c69d2c86a13b89d153951f067f753e0c2044eb991c0652f,Will Drake be the top Spotify artist for 2026?,19.5,80.5
2,-1,needs review,0.9068,0.15,YES on Kalshi @ 95.0¢  +  NO on Polymarket @ 4.9¢,KXOSCARACTR-26-JES,Will Jessie Buckley win Best Actress at the Oscars? — Jessie Buckley,95.0,6.0,0xf1dc7a6f726e04fbc30c7498bf9994b9c1d843f1bf50ec8bb6cb8ce6402335fa,Will Jessie Buckley win Best Actress at the 98th Academy Awards?,95.15,4.8500000000000005
0,-1,needs review,0.9353,82.0,YES on Kalshi @ 5.0¢  +  NO on Polymarket @ 13.0¢,KXHOUSERACE-AZ07-26-R,Will Republican win the House race for AZ-07? — Republican party,5.0,,0xed34d20a0d8a2891ff7a90303d624adde3be08f4fd2d2f140d709a8aa2e47bcd,Will the Republican Party win the AZ-09 House seat?,87.0,13.0
1,-1,needs review,0.9575,9.0,YES on Kalshi @ 18.0¢  +  NO on Polymarket @ 73.0¢,KXALBUMRELEASEDATEFRANK-JAN01-28,Will Frank Ocean release a new album in 2027? — 2027,18.0,89.0,0xc5b751a3ead913be1a0fa6f1f587a52dd1b7fb3a8f15288e43c430d54b6e8d52,Will Frank Ocean release an album in 2026?,27.0,73.0
1,2,matching thresholds + jaccard 0.50,0.8966,17.4,NO on Kalshi @ 73.0¢  +  YES on Polymarket @ 9.6¢,KXFED-26JUL-T3.75,"Will the upper bound of the federal funds rate be above 3.75% following the Fed's Jul 29, 2026 meeting? — Above 3.75%",39.0,73.0,0xf88da08f18b2026d986d67508141ec7c13614d87a6ff0f5315edfce4df643165,Will the upper bound of the target federal funds rate be 3.75% at the end of 2026?,9.6,90.4
1,2,matching thresholds + jaccard 0.57,0.9244,9.5,NO on Kalshi @ 78.0¢  +  YES on Polymarket @ 12.5¢,KXIPOGLEAN-27APR01,"When will Glean IPO? — Before Apr 1, 2027",30.0,78.0,0x65e6bbe77f4cfd65fa6c4dc1eb496cc93d0eaef678596c8c8de189a2b07abd90,Glean IPO before 2027?,12.5,87.5
2,2,matching thresholds + jaccard 0.75,0.932,1.5,NO on Kalshi @ 7.0¢  +  YES on Polymarket @ 91.5¢,KXHOUSERACE-CA43-26-D,Will Democratic win the House race for CA-43? — Democratic party,100.0,7.0,0xb386b3415e68d1fa08355af66ebd7f17f2fd037cb0b514b1275cb210e0fdd006,Will the Democratic Party win the CA-43 House seat?,91.5,8.5
2,2,matching thresholds + jaccard 0.75,0.9237,0.5,YES on Kalshi @ 10.0¢  +  NO on Polymarket @ 89.5¢,KXHOUSERACE-MN07-26-D,Will Democratic win the House race for MN-07? — Democratic party,10.0,97.0,0x53fb0e949bb1a6225b19557ebaaa2a45581f639fada74a376660e29a9704d601,Will the Democratic Party win the MN-07 House seat?,10.5,89.5
2,2,matching thresholds + jaccard 0.71,0.9076,6.0,YES on Kalshi @ 3.0¢  +  NO on Polymarket @ 91.0¢,KXHOUSERACE-IN03-26-D,Will Democratic win the House race for IN-03? — Democratic party,3.0,100.0,0x66bc5107e27f0eb99bb80526b543c490f302439292bb4014fa2a5c85e13776ad,Will the Democratic Party win the IN-03 House seat?,9.0,91.0
0,-1,needs review,0.9179,70.5,YES on Kalshi @ 20.0¢  +  NO on Polymarket @ 9.5¢,KXIPOFANNIE-27JUN01,"When will Fannie Mae officially announce an IPO? — Before Jun 1, 2027",20.0,86.0,0x48cafe0a0690db8fe052c19afe84ead3f32314cac97015ea8c68a442a77d58a2,"Will Fannie Mae not IPO by June 30, 2026?",90.5,9.5
0,1,threshold mismatch (32.0 vs 2026.0),0.8218,90.75,NO on Kalshi @ 7.0¢  +  YES on Polymarket @ 2.2¢,KXMARMADROUND-26RO32-ILL,Will Illinois qualify for the Men's March Madness Round of 32? — Illinois,99.0,7.0,0xcac9f47608210f824822b469e21a399def480ebbf9ba743e24b39cf8c19c5d5b,Will Illinois be a number 1 seed in the 2026 NCAA Men’s Basketball March Madness Tournament?,2.25,97.75
0,-1,needs review,0.8592,36.0,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 63.0¢,KXNHLATLANTIC-26-OTT,Will Ottawa Senators win the NHL Atlantic Division? — Ottawa Senators,1.0,100.0,0xc98dbc4d64b0396c209bcc1700fdd08db6bce7e112e580a3752eb9283b6a8a32,Will the Ottawa Senators make the NHL Playoffs?,37.0,63.0
0,-1,needs review,0.9234,2.3,YES on Kalshi @ 2.0¢  +  NO on Polymarket @ 95.7¢,KXCOLOMBIAPRES-26-SFAJ,Will Sergio Fajardo win the the next Colombian presidential election? — Sergio Fajardo,2.0,100.0,0x77b1512402d2b2590f65d22f4fb1d2ce29f3fd2d6516429928f430ddfc2215b3,Will Sergio Fajardo win the 1st round of the 2026 Colombian presidential election?,4.3,95.7
1,-1,needs review,0.881,0.9,NO on Kalshi @ 92.0¢  +  YES on Polymarket @ 7.1¢,KXRECOGPALESTINE-27-GER,Who will recognize Palestine? — Germany,17.0,92.0,0xc29194f3f96257d0e230310dc9ecd4258da318223174499451f8f3c29cecf9b3,Will Germany recognize Palestine before 2027?,7.1,92.9
1,-1,needs review,0.9491,21.0,NO on Kalshi @ 12.0¢  +  YES on Polymarket @ 67.0¢,KXIPOSPACEX-27MAR01,"When will SpaceX IPO? — Before Mar 1, 2027",92.0,12.0,0x3dbeee81527f6d4868a6e500fca15d8905a6dda0e9b1f525145a4ad813bac98e,"Will SpaceX IPO by June 30, 2026?",67.0,33.0
2,2,matching thresholds + jaccard 0.75,0.9478,2.5,NO on Kalshi @ 33.0¢  +  YES on Polymarket @ 64.5¢,KXHOUSERACE-FL27-26-R,Will Republican win the House race for FL-27? — Republican party,73.0,33.0,0x3452bb28983bc33b37ddfd98da2138dfd89782faec65a2607ed5aa86a17c9199,Will the Republican Party win the FL-27 House seat?,64.5,35.5
2,-1,needs review,0.8844,0.15,NO on Kalshi @ 98.0¢  +  YES on Polymarket @ 1.8¢,KXWBCGROUPQUAL-26B-ITA,Will Italy qualify from World Baseball Classic Pool B? — Italy,59.0,98.0,0x02c968e0614939bed3418f44b815554a8137fce2c00032c4018d97fe7eac2a8b,Will Italy win Pool B at the 2026 World Baseball Classic?,1.85,98.15
1,-1,needs review,0.8576,1.65,NO on Kalshi @ 94.0¢  +  YES on Polymarket @ 4.3¢,KXBTCD-26MAR1317-T74999.99,"Bitcoin price  on Mar 13, 2026? — $75,000 or above",10.0,94.0,0x8881b791e51b030579329c60c1b042e78d408143f3ba5f4235f8916f4e8dcb14,"Will the price of Bitcoin be above $76,000 on March 13?",4.35,95.65
2,2,matching thresholds + jaccard 0.75,0.9322,4.5,YES on Kalshi @ 7.0¢  +  NO on Polymarket @ 88.5¢,KXHOUSERACE-FL03-26-D,Will Democratic win the House race for FL-03? — Democratic party,7.0,100.0,0x924ff8b09d573649b5315c6e48ae1457c1a9f9ba1a43032346bac1dc55b3dfcc,Will the Democratic Party win the FL-03 House seat?,11.5,88.5
0,-1,needs review,0.8574,56.0,NO on Kalshi @ 11.0¢  +  YES on Polymarket @ 33.0¢,KXU3MAX-30-5,How high will unemployment get before 2030? — Above 5%,96.0,11.0,0x21a83ad85d5579df54f4659abf1a4e7722156b0b04204e77ecfa6c3533ceb5e5,Will US unemployment reach at least 5.5% in 2026?,33.0,67.0
2,-1,needs review,0.8323,3.5,YES on Kalshi @ 38.0¢  +  NO on Polymarket @ 58.5¢,KXNCAAMBA10-26-SLU,Will Saint Louis be the Atlantic 10 tournament champions? — Saint Louis,38.0,63.0,0x1ff689a0aeee211b14455b5e29400169ef0261de62087d92498ce5a4133f0ae4,Will Saint Louis win the 2026 A-10 conference championship?,41.5,58.5
0,1,threshold mismatch (20.5 vs 2.5),0.8594,26.0,NO on Kalshi @ 47.0¢  +  YES on Polymarket @ 27.0¢,KXATPGAMETOTAL-26MAR09DJOKOV-21,Novak Djokovic vs Aleksandar Kovacevic: Total Games — Over 20.5 games,61.0,47.0,0xde382211eb39680e187aedf87b6926fd707ef4b1ff5bf9e7847c328f8666d949,Novak Djokovic vs. Aleksandar Kovacevic: Total Sets O/U 2.5,27.0,73.0
2,2,matching thresholds + jaccard 0.62,0.8718,1.5,NO on Kalshi @ 80.0¢  +  YES on Polymarket @ 18.5¢,KXBTCD-26MAR1317-T71999.99,"Bitcoin price  on Mar 13, 2026? — $72,000 or above",23.0,80.0,0x75bf2fba7d444c07a8143aaa9cd42d8ad71bdc2011a230490e312c81e384971d,"Will the price of Bitcoin be above $72,000 on March 13?",18.5,81.5
1,-1,needs review,0.8721,64.5,YES on Kalshi @ 11.0¢  +  NO on Polymarket @ 24.5¢,KXFEDMENTION-26MAR-PARD,Will Powell say Pardon at his Mar 2026 press conference? — Pardon,11.0,91.0,0x6f621fbe40e35b091caeb6fe4e37de178e9214592730cbc10cebe866eb406efc,"Will Powell say ""Sorry"" or ""Pardon"" during March press conference?",75.5,24.5
1,-1,needs review,0.8382,6.25,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 92.8¢,KXBTCD-26MAR0905-T72749.99,"Bitcoin price  on Mar 9, 2026? — $72,750 or above",1.0,100.0,0xa7ec14d0bfe952d912a2ed1c8d47aa8dabcc35fb1444b398fd2959b6d2a5d237,"Will the price of Bitcoin be above $70,000 on March 9?",7.249999999999999,92.75
0,-1,needs review,0.8453,27.0,YES on Kalshi @ 25.0¢  +  NO on Polymarket @ 48.0¢,KXLIGUE11H-26MAR15RCSPAR-PAR,Strasbourg Alsace vs Paris: First Half Winner? — Paris,25.0,90.0,0x39f5552717a67027ae6ecc45272c5f5e9ba111a14c7817cc9bd664aa3981d1d4,RC Strasbourg Alsace vs. Paris FC: O/U 2.5,52.0,48.0
2,-1,needs review,0.9153,2.0,NO on Kalshi @ 90.0¢  +  YES on Polymarket @ 8.0¢,KXUEL-26-RBB,Will Real Betis win the Europa League? — Real Betis,11.0,90.0,0x667916946520b25103026bb80edd0347154f7ac896fd3b564775dabc304f93d5,Will Real Betis win the 2025-26 UEFA Europa League?,8.0,92.0
2,-1,needs review,0.8747,0.5,YES on Kalshi @ 14.0¢  +  NO on Polymarket @ 85.5¢,KXTRUMPADMINLEAVE-26DEC31-MRUB,Will Marco Rubio leaves Secretary of State in before 2027? — Marco Rubio,14.0,88.0,0x48a3e95c0bc1b9305e56445a7affcb857fd61e0ae0d78a4778310a1108ceb08a,Will Marco Rubio leave the Trump administration before 2027?,14.499999999999998,85.5
0,-1,needs review,0.8851,15.5,YES on Kalshi @ 30.0¢  +  NO on Polymarket @ 54.5¢,KXEPLGAME-26MAR14CRYLEE-LEE,Crystal Palace vs Leeds United Winner? — Leeds United,30.0,72.0,0x114b53da4dd96ce8d016d138b13e81a962aaa6467b13efb410db74b7d2d45a5d,Crystal Palace FC vs. Leeds United FC: O/U 2.5,45.5,54.50000000000001
